,industry,job_title,company_name,location,summary,date_posted
812,hospitality,Guest Services Representative/Front Desk - AM SHIFT,La Quinta Sacramento North,N/A,"Ultimately, you will manage guest services and our hotel’s image by answering guests’ requests and making sure our visitors are satisfied.",2 days ago
813,hospitality,COCKTAILER,WOK IN THE PARK LLC,N/A,"Provide guests with prompt and accurate beverage service.
Upsells and delivers high quality drink orders to guests in a timely manner.",30+ days ago
814,hospitality,Tasting Room Bartender,Two Rivers Cider Company,N/A,"Sanitizing, disinfecting, or cleaning procedures in place.
We are requiring all bartenders to wear masks while behind bar and interacting with customers.",9 days ago
815,hospitality,Desk Clerk - Hotel Berry,The John Stewart Company,N/A,"Distribute resident mail on daily basis.
Writes end of shift reports and incident reports, writes work orders, enforces project policies in a manner consistent…",30+ days ago
816,hospitality,"barista - Store# 63111, SUNRISE & SUNGARDEN",Starbucks,N/A,Maintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team.,3 days ago
817,hospitality,Front of House Supervisor,Radisson Hotel,N/A,"Ensures that guests’ needs are fulfilled and their stay is as pleasurable as possible.
Sanitizing, disinfecting, or cleaning procedures in place.",10 days ago
818,hospitality,Guest Service Representive,Residence Inn by Marriott Sacramento Cal Expo,N/A,"Greets, registers, suggestively sells rooms, issues room keys, assigns rooms to guests and sets wake up calls in an efficient, warm and friendly manner.",30+ days ago
819,hospitality,Host,BJ's Restaurant and Brewhouse,N/A,"Provide all guests with a salutation.
Use proper BJ’s telephone etiquette to answer and direct calls.
Our extensive menu includes BJ's signature deep dish pizza…",30+ days ago
820,hospitality,Front Desk Agent (Part-Time/Full-Time),Comfort Suites Downtown Sacramento,N/A,"Hotel has a transparent screen between guest and FD agent.
Must be willing to help the team in anyway (pick up a shift, help out a team member, etc.).",13 days ago
821,hospitality,Guest Services Representative/Front Desk - AM SHIFT,La Quinta Sacramento North,N/A,"Ultimately, you will manage guest services and our hotel’s image by answering guests’ requests and making sure our visitors are satisfied.",2 days ago
822,hospitality,COCKTAILER,WOK IN THE PARK LLC,N/A,"Provide guests with prompt and accurate beverage service.
Upsells and delivers high quality drink orders to guests in a timely manner.",30+ days ago
823,hospitality,Tasting Room Bartender,Two Rivers Cider Company,N/A,"Sanitizing, disinfecting, or cleaning procedures in place.
We are requiring all bartenders to wear masks while behind bar and interacting with customers.",9 days ago
824,hospitality,Server,Yard House,N/A,"Our restaurants have a fast-paced atmosphere, so it is crucial that our Servers take pride in providing attentive, friendly and clean/sanitary service that…",30+ days ago
825,hospitality,Busser,Fixins Soul Kitchen,N/A,"Live by Fixins’ vision and mission in every interaction, every shift.
Provide clean tables quickly, quietly, efficiently, and thoroughly.",1 day ago
826,hospitality,Host,Yard House,N/A,"They're responsible for greeting Guests with genuine hospitality and professionalism, accurately quoting wait times, seating Guests in a clean/ sanitary…",30+ days ago
827,hospitality,Restaurant Manager,Yard House,N/A,"Highly Competitive Salary + Benefits • Achievable Quarterly Bonus Program.
Career Advancement Opportunities • Paid Vacations & Sick Days.",13 days ago
828,hospitality,Host/Hostess,"Texas Roadhouse | Ultra Steak, Inc.",N/A,"Gives a friendly greeting such as ""Hi, welcome to Texas Roadhouse"" and a heartfelt thanks, inviting guests to come back soon.",5 days ago
829,hospitality,Bellperson / Valet / Shuttle Driver (Full-time) - Embassy Suites Sacramento,Hilton,"Sacramento, CA 95814 (Old Sacramento area)","Inspect guest rooms and acquaint guests with these rooms and their features.
Greet arriving and departing guests in a timely, friendly and efficient manner.",22 days ago
830,hospitality,Host/Hostess,"Texas Roadhouse | Ultra Steak, Inc.",N/A,"Gives a friendly greeting such as ""Hi, welcome to Texas Roadhouse"" and a heartfelt thanks, inviting guests to come back soon.",5 days ago
831,hospitality,Bellperson / Valet / Shuttle Driver (Full-time) - Embassy Suites Sacramento,Embassy Suites by Hilton,N/A,"Inspect guest rooms and acquaint guests with these rooms and their features.
Greet arriving and departing guests in a timely, friendly and efficient manner.",22 days ago
832,hospitality,Room Attendant,Wyndham Hotels & Resorts,N/A,"Restock housekeeping cleaning cart for next day's use.
Complete all pre-cleaning duties, including but not limited to, guest supplies, cleaning supplies, and…",30+ days ago
833,hospitality,Vino Volo Market Clerk/Barista,"Taste, Inc. (USA)",N/A,"Engage with guests in a friendly and professional manner, answer any questions they may have, quickly serve them and tender payment.",30+ days ago
834,hospitality,Host,The Cheesecake Factory,N/A,"Discounted Shift Meal + 25% discount when dining as a guest.
From communicating accurate wait times to showing them to their tables, hosts are a critical part…",30+ days ago
835,hospitality,Wait Staff/Server,The Original House of Soul,N/A,"Deep cleaning sanitizing every station after every shift.
Busing, cleaning, and resetting tables.
Sanitizing, disinfecting, or cleaning procedures in place.",19 days ago
836,hospitality,Vino Volo Market Clerk/Barista,Paradies Lagardere,N/A,"Engage with guests in a friendly and professional manner, answer any questions they may have, quickly serve them and tender payment.",30+ days ago
837,hospitality,Restaurant Server,Leisure Care,N/A,The Restaurant Server is responsible for the flow of service from the kitchen to ensure all residents receive their preferences in both food and beverages.,17 days ago
838,hospitality,Front Desk Agent,Westmont Hospitality Group,N/A,"Greet guests and efficiently process registration and assignment of rooms.
Assist guests with request and/or complaints and monitor issues through to resolution…",30+ days ago
839,hospitality,Tasting Room Host,Due Vigne Winery,N/A,"To keep our team and guests safe, we have implemented new Covid-19 cleaning procedures, mandatory mask wearing, extra sanitizing materials, and hand washing…",2 days ago
840,hospitality,Host,Olive Garden,N/A,"As a host at Olive Garden, you create the guests' first and lasting impression.
With a warm smile and friendly conversations, our host team members are…",30+ days ago
841,hospitality,Desk Clerk - Shasta Hotel,The John Stewart Company,N/A,"Distribute resident mail on daily basis.
Writes end of shift reports and incident reports, writes work orders, enforces project policies in a manner consistent…",30+ days ago
842,hospitality,Bellperson / Valet / Shuttle Driver (Full-time) - Embassy Suites Sacramento,Hilton,"Sacramento, CA 95814 (Old Sacramento area)","Inspect guest rooms and acquaint guests with these rooms and their features.
Greet arriving and departing guests in a timely, friendly and efficient manner.",22 days ago
843,hospitality,"Part-Time Agent, Guest Servs",Wyndham Hotels & Resorts,N/A,"Ensure logging and delivery of packages, mail and messages to guests and meeting rooms.
Must be effective at listening to, understanding, and clarifying…",24 days ago
844,hospitality,Dishwasher and Busser,The Original House of Soul,N/A,"Preparing dining areas and kitchen for next shift by cleaning and restocking dining areas and cook stations.
A job for which military experienced candidates are…",19 days ago
845,hospitality,Server,Yard House,N/A,"Our restaurants have a fast-paced atmosphere, so it is crucial that our Servers take pride in providing attentive, friendly and clean/sanitary service that…",30+ days ago
846,hospitality,Busser,Fixins Soul Kitchen,N/A,"Live by Fixins’ vision and mission in every interaction, every shift.
Provide clean tables quickly, quietly, efficiently, and thoroughly.",1 day ago
847,hospitality,Krispy Kreme - Now Hiring Shift Supervisors!!! 786,WKS Restaurant Group,N/A,"Drivers must have a valid Drivers License, proof of insurance, and a good driving record.
Management Positions requires a valid Drivers License.",3 days ago
848,hospitality,Host,Yard House,N/A,"They're responsible for greeting Guests with genuine hospitality and professionalism, accurately quoting wait times, seating Guests in a clean/ sanitary…",30+ days ago
849,hospitality,Restaurant Manager,Yard House,N/A,"Highly Competitive Salary + Benefits • Achievable Quarterly Bonus Program.
Career Advancement Opportunities • Paid Vacations & Sick Days.",13 days ago
850,hospitality,Host/Hostess,"Texas Roadhouse | Ultra Steak, Inc.",N/A,"Gives a friendly greeting such as ""Hi, welcome to Texas Roadhouse"" and a heartfelt thanks, inviting guests to come back soon.",5 days ago
851,hospitality,Bellperson / Valet / Shuttle Driver (Full-time) - Embassy Suites Sacramento,Embassy Suites by Hilton,N/A,"Inspect guest rooms and acquaint guests with these rooms and their features.
Greet arriving and departing guests in a timely, friendly and efficient manner.",22 days ago
852,hospitality,Room Attendant,Wyndham Hotels & Resorts,N/A,"Restock housekeeping cleaning cart for next day's use.
Complete all pre-cleaning duties, including but not limited to, guest supplies, cleaning supplies, and…",30+ days ago
853,hospitality,Vino Volo Market Clerk/Barista,"Taste, Inc. (USA)",N/A,"Engage with guests in a friendly and professional manner, answer any questions they may have, quickly serve them and tender payment.",30+ days ago
854,hospitality,Host,The Cheesecake Factory,N/A,"Discounted Shift Meal + 25% discount when dining as a guest.
From communicating accurate wait times to showing them to their tables, hosts are a critical part…",30+ days ago
855,hospitality,Guest Services Representative,Hilton Garden Inn Sacramento South Natomas,"Sacramento, CA 95833 (Gateway Center area)","May make restaurant, transportation or entertainment reservations for guests; may deposit guests’ valuables in hotel safe or safe-deposit box; may order…",4 days ago
856,hospitality,Busser/Host/ Server,Brookfields Restaurant,"Sacramento, CA","Serve food and beverages to guests.
Explain to guests about menu items.
Greet and make all guests feel welcome at the restaurant.",3 days ago
857,hospitality,Houseman/Valet Attendant,The Delta King Hotel,"Sacramento, CA 95814 (Old Sacramento area)","A job for which people with disabilities are encouraged to apply.
A job for which military experienced candidates are encouraged to apply.",Just posted
858,hospitality,Krispy Kreme - Now Hiring Retail Staff - All Shifts!! 786,WKS Restaurant Group,"Sacramento, CA","Drivers must have a valid Drivers License, proof of insurance, and a good driving record.
Management Positions requires a valid Drivers License.",3 days ago
859,hospitality,Servers,Red Robin,N/A,"As a Team Member at Red Robin, you'll enjoy: • Flexible work schedules • A great place to work and make friends • Referral bonuses for bringing new members to…",5 days ago
860,hospitality,Restaurant Server,Old Spaghetti Factory,N/A,"Helping guests with their order.
No experience necessary but hospitality background a definite plus!
401(K) available to those who meet eligibility requirements…",2 days ago
861,hospitality,Restaurant Server,Ernesto's Mexican Food,N/A,"We are looking for people who have a free schedule and we are willing to work with your availability.
Presenting the menu and helping customers select food.",30+ days ago
862,hospitality,Busser,Olive Garden,N/A,"Paid Sick Leave (1 hour for every 30 hours worked, begin accruing upon hire).
We are committed to the highest safety and sanitation practices, including…",30+ days ago
863,hospitality,Guest Services Rep Part Time-104020,Extended Stay America,N/A,"The position is responsible for assisting guests at all times, answering phones, and checking in and checking guests out in accordance with company guidelines…",2 days ago
864,hospitality,Restaurant Host,Ernesto's Mexican Food,N/A,"Estimating wait time for guests.
Answering the phones and book reservations.
Greeting customers and making them feel welcome.
Bi weekly or Twice monthly.",30+ days ago
865,hospitality,BUSSERS,Oz Korean BBQ - Sacramento,N/A,"Cleans restaurant after all the guests leaves.
Cleans tables and grills promptly for the next guest; removes dishes after party leaves.",3 days ago
866,hospitality,Catering Driver - Sacramento,Andre-Boudin Bakeries,N/A,"This position is also responsible for creating an excellent service experience for our customers by representing the brand positively, providing prompt service…",8 days ago
867,hospitality,SERVER,Shari's of Sacramento,N/A,"Warmly acknowledge and greets guests as they arrive at the restaurant, escort and seat guests at an appropriate table.",30+ days ago
868,hospitality,Busser/Barback,Yard House,N/A,"They assist our Bartenders in clearing the bar top, cleaning/sanitizing the barware, and restocking glassware and plateware.",30+ days ago
869,hospitality,Server - Cast Member,Chuck E Cheese,N/A,Our operational procedures are designed to meet or exceed local requirements and most importantly to protect the health of our teams and guests.,30+ days ago
870,hospitality,Bartender and server,Bullta bbq,N/A,"Sanitizing, disinfecting, or cleaning procedures in place.
Job Types: Full-time, Part-time.
Open to applicants who do not have a high school diploma/GED.",5 days ago
871,hospitality,Concierge Attendant,Arden Hills: A Wellness Resort,N/A,Maintain the value of membership by ensuring all guests and members who check in are in good standing and have the proper clearance.,17 days ago
872,hospitality,To Go Specialist,Yard House,N/A,Competitive Pay and Flexible Work Schedules.,30+ days ago
873,hospitality,Housekeeper,Homewood Suites by Hilton,N/A,"Cleans guest rooms, including guest bathrooms and kitchen area if applicable, according to company and franchise standards including but not limited to: making…",1 day ago
874,hospitality,Houseman/Valet Attendant,The Delta King Hotel,"Sacramento, CA 95814 (Old Sacramento area)","A job for which people with disabilities are encouraged to apply.
A job for which military experienced candidates are encouraged to apply.",Just posted
875,hospitality,HOST/HOSTESS - STEAKHOUSE,"Hard Rock International (USA), Inc.",N/A,The incumbent is responsible for ensuring that guests feel welcome and comfortable in accordance with Hard Rock Hotel & Casino Sacramento at Fire Mountain…,18 days ago
876,hospitality,"Part-Time Agent, Guest Servs",Wyndham Hotels & Resorts,N/A,"Ensure logging and delivery of packages, mail and messages to guests and meeting rooms.
Must be effective at listening to, understanding, and clarifying…",24 days ago
877,hospitality,Dishwasher and Busser,The Original House of Soul,N/A,"Preparing dining areas and kitchen for next shift by cleaning and restocking dining areas and cook stations.
A job for which military experienced candidates are…",19 days ago
878,hospitality,Part Time Server,MBK Senior Living,N/A,"In addition, at all times, during your employment, all associates must be in compliance with certain laws and regulations that affect the company, including but…",1 day ago
879,hospitality,Food Runner,Yard House,N/A,Our Food Runner plays an important role in our daily operations ensuring the timely delivery of hot food to our Guests while following proper food safety and…,30+ days ago
880,hospitality,Server - All Shifts!,Oakmont Senior Living,N/A,Accurately and professionally take residents and guests’ food and beverage orders and enter them into the POS (point of sale computer).,30+ days ago
881,hospitality,Shift Leader (City),Insomnia Cookies,N/A,"Take guests’ food orders and handle cash and credit transactions.
Greet guests to make them feel welcome.
Going completely cashless on delivery orders.",6 days ago
882,hospitality,Front Desk Agent,Residence Rancho Cordova,N/A,"Ensure logging and delivery of packages mail and messages as needed to guests and meeting rooms.
Must be effective at listening to understanding and clarifying…",26 days ago
883,hospitality,House Person-Lobby/Laundry,Fort Sutter Tapestry Sacramento,N/A,The House Attendant-Lobby responsibilities include cleaning and maintaining the appearance of the public areas of the hotel deep cleaning of assigned areas…,8 days ago
884,hospitality,Server,The Cheesecake Factory,N/A,"Become a menu expert and help guests make menu selections.
Celebrate every birthday, anniversary, and special occasion with our guests.",30+ days ago
885,hospitality,Night Audit Clerk,"Marriott International, Inc","Sacramento, CA 95814 (Downtown area)",Welcome and acknowledge all guests according to company standards; anticipate and address guests’ service needs; assist individuals with disabilities; thank…,9 days ago
886,hospitality,Guest Services Representative,Hilton Garden Inn Sacramento South Natomas,"Sacramento, CA 95833 (Gateway Center area)","May make restaurant, transportation or entertainment reservations for guests; may deposit guests’ valuables in hotel safe or safe-deposit box; may order…",4 days ago
887,hospitality,Krispy Kreme - Now Hiring Retail Staff - All Shifts!! 786,WKS Restaurant Group,"Sacramento, CA","Drivers must have a valid Drivers License, proof of insurance, and a good driving record.
Management Positions requires a valid Drivers License.",3 days ago
888,hospitality,Busser/Host/ Server,Brookfields Restaurant,"Sacramento, CA","Serve food and beverages to guests.
Explain to guests about menu items.
Greet and make all guests feel welcome at the restaurant.",3 days ago
889,hospitality,NEW Black Bear Diner- Server,"Elite Devco, LLC",N/A,"Provide friendly, prompt, individualized service that creates a dining experience so positive that all guests will want to return.",30+ days ago
890,hospitality,HOST,Shari's of Sacramento,N/A,"Warmly acknowledge and greet guests as they arrive at the restaurant, escort and seat guests at an appropriate table, assist guest with special seating…",30+ days ago
891,hospitality,Server,"Texas Roadhouse | Ultra Steak, Inc.",N/A,"Maintains proper etiquette with all staff members and guests.
Follows all steps of service throughout the dining experience.
The ability to carry and tray.",5 days ago
892,hospitality,Guest Services Representative - PM shift,La Quinta Sacramento North,N/A,"Ultimately, you will manage guest services and our hotel’s image by answering guests’ requests and making sure our visitors are satisfied.",11 days ago
893,hospitality,Team Member (Barista)- Downtown Davis,Peet's Coffee & Tea,N/A,"Free coffee and fresh baked goods as well as an employee discount.
Enjoy working in a team-environment and building great relationships with their coworkers.",30+ days ago
894,hospitality,Restaurant Server,Oshima Sushi,N/A,"To keep our guests and staff safe, we have installed a plastic barrier at the host desk and provide masks, gloves and hand sanitizer.",1 day ago
895,hospitality,"Room Attendant, PT",Courtyard by Marriott Sacramento Midtown,N/A,"Perform general cleaning tasks using standard hotel cleaning products to adhere to health standards.
Talking and hearing occur continuously in the process of…",30+ days ago
896,hospitality,Dishwasher,BJ's Restaurant and Brewhouse,N/A,"Ensure all kitchen utensils and containers are washed and put back in proper storage area.
They are responsible for washing and cleaning all plate ware, pots,…",30+ days ago
897,hospitality,Night Auditor,Larkspur Landing Sacramento,N/A,"Keep records of room availability and guests' accounts, manually or using computers.
Check guests/in out and perform Guest Service Agents tasks.",18 days ago
898,hospitality,Bellperson / Valet / Shuttle Driver (Full-time) - Embassy Suites Sacramento,Hilton,"Sacramento, CA 95814 (Old Sacramento area)","Inspect guest rooms and acquaint guests with these rooms and their features.
Greet arriving and departing guests in a timely, friendly and efficient manner.",22 days ago
899,hospitality,Housekeeper,Staybridge Suites,N/A,"Cleans guest rooms, including guest bathrooms and kitchen area if applicable, according to company and franchise standards including but not limited to: making…",30+ days ago
900,hospitality,Server Sacramento,Sauced Bbq & Spirits,N/A,"Retrieves order from kitchen, confirms its accuracy and delivers it to guests.
Abide by all state, federal regulations and restaurant liquor policies pertaining…",30+ days ago
901,hospitality,Room Attendant/Housekeeping,La Quinta Sacramento North,N/A,"Apply professional language in communicating with guests and other people.
Replace used amenities in guest rooms.
Provide clean linens and terry for dirty ones.",4 days ago
902,hospitality,Room Attendant - Housekeeper,Larkspur Landing Sacramento,N/A,"Clean and maintain guest rooms to ensure rooms meet established standards.
Change bed linens and replace towels and other amenities.",30+ days ago
903,hospitality,Sales Associate/Cashier/Barista,Blue Nami Group,N/A,"Provide excellent customer service that follows Paris Baguette & high standard of excellence.
Cleaning pastry display case and necessary kitchen area.",19 days ago
904,technology,Network Administrator,"Life-Assist, Inc.","Sacramento, CA","Undergrad or graduate degree in computer science, network administration, systems engineering, related field, or equivalent combination of education and related…",23 days ago
905,technology,Help Desk Technician,Nelson & Kennard,"McClellan, CA 95652","Must be able to multi-task, think critically and have exceptional analytical skills.
This is a full time position and offers medical/dental, 401K, paid company…",9 days ago
906,technology,Data Analyst,HCL America Inc,"Sacramento, CA","Data Analyst who can help data analysis, and dashboard or report creation that helps operations efficiency, accuracy, consistency, as well as developing…",2 days ago
907,technology,Junior Application Developer,Tempo Software,"Gold River, CA","We are looking for an Junior Web Application Developer with experience in JavaScript, Java, SQL/database design, OO design, and pattern-based architectures.",2 days ago
908,technology,Digital Designer,AVB Marketing,"Sacramento, CA","Ongoing drive to understand emerging techniques, digital design trends and philosophies in marketing, technology, interaction and social media.",3 days ago
909,technology,Computer Technician Apprentice,BMT Counts Staffing Agency,"Sacramento, CA","Ability to explain technology in an easily understood manner.
As a Computer Technician Apprentice in Sacramento, California you are responsible for providing…",16 days ago
910,technology,IT Support Associate II,Amazon.com Services LLC,N/A,"Together, we take ownership for what we do — whether supporting IT infrastructure, developing new technology in-house, launching a new Amazon Operations…",16 days ago
911,technology,Technology and Digital Solutions Summer Internship,Stanford Health Care,N/A,"Learn new EA methodologies, processes, principles, and, tools while helping SHC create technology architecture blueprints, gaining a birds-eye view of how…",8 days ago
912,technology,Data Scientist - Entry Level,Numerdox,N/A,"You will be responsible for analyzing large, complex datasets and identify meaningful patterns that lead to actionable recommendations.",23 days ago
913,technology,Data Analyst,HCL America Inc,N/A,"Data Analyst who can help data analysis, and dashboard or report creation that helps operations efficiency, accuracy, consistency, as well as developing…",2 days ago
914,technology,Computer Operator III,Golden 1 Credit Union,N/A,"The Computer Operator III consults with management, vendors and technical staff to resolve complex computer operations and procedural questions.",4 days ago
915,technology,Hospital Operations Business Intelligence Analyst,UC Davis Health,N/A,"Shift Hour : Monday to Friday 8am-5pm.
We offer exceptional employment benefits including medical, dental, and vision plans, generous paid vacations and…",1 day ago
916,technology,Technical Support Specialist I,University of the Pacific,N/A,Union Level Department Pacific Technology Campus Sacramento Posting Number 201302246P Full or Part Time Full Time Number of Months 12 Work Schedule.,2 days ago
917,technology,Tech Support Spec I,Raley's Supermarkets,N/A,"This role provides support services to employees with technical problems and information technology issues involving desktop, laptop or network services…",12 days ago
918,technology,Retail Technology Support Specialist,Quality Business Machines,N/A,"On-site hardware installation and support.
Customer service/customer training skills.
Ability to travel throughout California and northern Nevada, including…",1 day ago
919,technology,Access and Identity Management Specialist,California Employment Development Department (EDD),N/A,"The Information Technology Branch of the Employment Development Department (EDD) is looking for a highly motivated, creative, and analytical Access and Identity…",2 days ago
920,technology,Angular Developer,"Guest Innovations, Inc","Sacramento, CA 95816 (Marshall School area)","You may also be expected to help out in other areas, such as website maintenance.
You'll be expected to work 40 hours a week, roughly 9-5 but have some…",9 days ago
921,technology,Technical Support Specialist I,University of the Pacific,N/A,Union Level Department Pacific Technology Campus Sacramento Posting Number 201302246P Full or Part Time Full Time Number of Months 12 Work Schedule.,2 days ago
922,technology,Tech Support Spec I,Raley's Supermarkets,N/A,"This role provides support services to employees with technical problems and information technology issues involving desktop, laptop or network services…",12 days ago
923,technology,Information Technology Specialist,United States Army,"Sacramento, CA 95832 (Meadowview area)","As an Information Technology Specialist, you’ll maintain, process, and troubleshoot military computer systems and operations.
10 weeks of Basic Training.",24 days ago
924,technology,Retail Technology Support Specialist,Quality Business Machines,N/A,"On-site hardware installation and support.
Customer service/customer training skills.
Ability to travel throughout California and northern Nevada, including…",1 day ago
925,technology,Access and Identity Management Specialist,California Employment Development Department (EDD),N/A,"The Information Technology Branch of the Employment Development Department (EDD) is looking for a highly motivated, creative, and analytical Access and Identity…",2 days ago
926,technology,Member Database Coordinator,CapRadio,N/A,"Status: Part Time, Non-Exempt*.
We support our members by tracking donations, providing receipts, answering questions, and encouraging listeners to financially…",8 days ago
927,technology,Lecturer - Organizational Behavior for Technology Management -2021,"University of California, Davis",N/A,"The Graduate School of Management at the University of California, Davis, seeks part time instructors to teach one or more courses in the area of Management and…",12 days ago
928,technology,SYS ADM 4 (Systems Administrator),"University of California, Davis",N/A,"This position is one of two Senior Systems Administrators for FOA, who consult and implement complex solutions for FOA and campus wide projects and initiatives.",19 days ago
929,technology,Entry Level Python Test Engineer,HCL America Inc,N/A,"BS/MS degree in Computer Science or equivalent.
Academic or Beginner level of experience in Python & Java.
Strong communication skills and Good Team Player.",30+ days ago
930,technology,Jr Cisco UC/Voice Administrator,Calance US,"Sacramento, CA","Selected person will be responsible to Install Cisco VoIP technologies.
Demonstrates knowledge, understanding, and technical use of converged voice and data…",11 days ago
931,technology,Desktop Support,West Advanced Technologies (WATI),N/A,"Ability to apply logic in analyzing technology solutions;
The Field Services analyst provides hardware (desktop, laptop, tablet, and other mobile devices),…",30+ days ago
932,technology,Immediate Job Openings,Volt Workforce Solutions,"Sacramento, CA (Pocket area)",Must have a degree or certificate in information technology or computer electronics to be considered for the Electronic Tester position.,1 day ago
933,technology,UI Engineer,4Insite,"Sacramento, CA 95828","Those tools help facilities teams and service providers manage scope, coverage & quality while increasing overall communication and delivering job-specific…",23 days ago
934,technology,IT Analyst,West Advanced Technologies (WATI),N/A,"NET Core (C#), Visual Studio, JavaScript, TypeScript, NodeJS.
Extensive, recent experience with a distributed source control system, preferably Git.",30+ days ago
935,technology,IT Technician,Nacht & Lewis,N/A,"» Knowledge of modeling, rendering and VR technology.
Under the direction of a Principal, the IT Technician is responsible for providing computer support.",9 days ago
936,technology,Game Designer,Electronic Arts,N/A,"As a Game Designer reporting to the Lead Game Designer, you will create content and features, ensuring your work aligns with business and design goals with…",24 days ago
937,technology,Data Services & Recovery Agent,ART Asset Adjusters LLC,N/A,"Driving long hours, Tech savvy, able to multitask, able to pass background check, clean driving record, team player, hard working.",3 days ago
938,technology,Computer Technician I,Eurofins Central Laboratory,N/A,"Assists the LIMS Analyst in troubleshooting and correcting LIMS issues as well as other computer-related issues.
Performs all tasks as assigned by LIMS Analyst.",30+ days ago
939,technology,BUS SYS ANL 2 (Business Analyst),"University of California, Davis",N/A,Vendor coordination and management and partnership with campus and school information technology and payroll groups.,14 days ago
940,technology,Associate Systems Engineer - SharePoint and Collaboration Services,Delta Dental,N/A,"Evaluate, implement, and maintain changes to technology platforms.
This person will provide employee-facing support and conduct business requirements analysis…",15 days ago
941,technology,Digital Accessibility and Usability Intern,PG&E Corporation,N/A,"Ensure compliance, ease, efficiency, and effectiveness as a NVDA/JAWS screen reader end user and customers who use assistive technology.",1 day ago
942,technology,Junior Specialist in Cannabis Price Data Management and Analysis,"University of California, Davis",N/A,"Dr. Daniel Sumner in the department of Agricultural and Resource Economics at the University of California, Davis seeks to fill 1-2, one-year full-time research…",2 days ago
943,technology,Entry Level Customer Training Specialist – Traveling,Reynolds and Reynolds,N/A,The main purpose of this position is to help our customers make a smooth conversion to the Reynolds and Reynolds system and provide training and customer…,4 days ago
944,technology,Student Assistant- Technical Support (REMOTE),"University Enterprises, Inc.",N/A,The California State Teachers’ Retirement System (STRS) is seeking to hire a student assistant to provide support to the System and Security Administration (SSA…,3 days ago
945,technology,SUPV IT SPECIALIST (PLCYPLN),US Department of the Army,N/A,"The primary purpose of the SUPV IT SPECIALIST (PLCYPLN), GS-2210-12, is to serve as the chief of an information management division/branch which provides…",4 days ago
946,technology,Mainframe Consultant,West Advanced Technologies (WATI),N/A,"Sets up, verifies and runs batch jobs on the mainframe z/OS system using job control language statements and/or other appropriate commands.",30+ days ago
947,technology,Java/J2EE Developer -3,SUMEDHA Global Computing,N/A,"Expert knowledge on Enterprise Java Beans, Java, Servlets,.
Java Server Pages and and their interaction.
Must also be familiar with MVC architecture.",30+ days ago
948,technology,Software Developer 3,Advanced Farm Technologies,N/A,"✅ The pressure to invent cutting-edge solutions to said problems (and mess up along the way).
Develop performant software for real-time controls.",1 day ago
949,technology,Student Assistant - Desktop Support,"University Enterprises, Inc.",N/A,The Department of Motor Vehicles (DMV) is seeking a student assistant in the area of desktop and end user support operations.,4 days ago
950,technology,BUS SYS ANL 3 (HR Business Systems Analyst),"University of California, Davis",N/A,"Master of oral, written, presentation and facilitation skills and technologies; ability to clearly articulate messages to a variety of audiences, including…",11 days ago
951,technology,Java/J2EE Developer -3,SUMEDHA Global Computing,N/A,"Expert knowledge on Enterprise Java Beans, Java, Servlets,.
Java Server Pages and and their interaction.
Must also be familiar with MVC architecture.",30+ days ago
952,technology,Software Developer 3,Advanced Farm Technologies,N/A,"✅ The pressure to invent cutting-edge solutions to said problems (and mess up along the way).
Develop performant software for real-time controls.",1 day ago
953,technology,Student Assistant - Desktop Support,"University Enterprises, Inc.",N/A,The Department of Motor Vehicles (DMV) is seeking a student assistant in the area of desktop and end user support operations.,4 days ago
954,technology,BUS SYS ANL 3 (HR Business Systems Analyst),"University of California, Davis",N/A,"Master of oral, written, presentation and facilitation skills and technologies; ability to clearly articulate messages to a variety of audiences, including…",11 days ago
955,technology,Suspended Claims Business Analyst 1a,Gainwell Technologies,N/A,"Analyze suspended claims data to identify trends and issues.
Research, identify, and develop solutions to identified suspended claims problems.",18 days ago
956,technology,Jr Cisco UC/Voice Administrator,Calance US,"Sacramento, CA","Selected person will be responsible to Install Cisco VoIP technologies.
Demonstrates knowledge, understanding, and technical use of converged voice and data…",11 days ago
957,technology,Website Designer,Avb Marketing,N/A,"A skilled website designer who is also great with people and project management.
Website Project Manager - This includes collaborating and advising on design…",4 days ago
958,technology,Immediate Job Openings,Volt Workforce Solutions,"Sacramento, CA (Pocket area)",Must have a degree or certificate in information technology or computer electronics to be considered for the Electronic Tester position.,1 day ago
959,technology,Storage and Virtual Infrastructure Analyst,West Advanced Technologies (WATI),N/A,"Data Storage and Server Virtualization technologies.
The consultant will need experience with NetApp and HPE data storage technologies, VMWare and Hyper-V…",30+ days ago
960,technology,UI Engineer,4Insite,"Sacramento, CA 95828","Those tools help facilities teams and service providers manage scope, coverage & quality while increasing overall communication and delivering job-specific…",23 days ago
961,technology,Software Developer,SDH Systems,N/A,"Minimum Education Requirement: This position requires minimum of Bachelor’s degree in computer science, computer information systems, information technology, or…",30+ days ago
962,technology,Informaion systems/Electronics Technician,US Navy Recruiting Station Elk Grove,N/A,"Beyond offering access to professional credentials and certifications, Navy technical and operational training in the field of information technology can…",12 days ago
963,technology,Student Assistant - IT Administration (Vacaville OR Sacramento/REMOTE),"University Enterprises, Inc.",N/A,We are seeking a resource to support the supplier management vision of being accessible and responsive in support of our information technology program.,4 days ago
